Kalimat,Label,,
"Tolong, saya kesulitan bernapas!",Rumah Sakit,,
Ada kebakaran di gedung sekolah!,Pemadam Kebakaran,,
Saya butuh pertolongan medis!,Rumah Sakit,,
"Polisi, ada kecelakaan mobil!",Polisi,,
Ada orang yang terluka parah di jalan!,Rumah Sakit,,
Saya melihat asap hitam di sana!,Pemadam Kebakaran,,
"Tolong, ada anak yang terluka!",Rumah Sakit,,
Ada perampokan di bank itu!,Polisi,,
Saya mengalami luka bakar!,Rumah Sakit,,
Saya merasa mual dan pusing!,Rumah Sakit,,
"Tolong, saya terjatuh dan tidak bisa bangun!",Rumah Sakit,,
Ada mobil yang menabrak tiang!,Rumah Sakit,,
Saya butuh pertolongan darurat!,Rumah Sakit,,
"Polisi, ada keributan di jalan!",Polisi,,
Ada orang yang terjebak di dalam mobil!,Pemadam Kebakaran,,
Saya melihat api di rumah tetangga!,Pemadam Kebakaran,,
"Tolong, ada yang pingsan di tempat umum!",Rumah Sakit,,
Saya merasa nyeri pada dada!,Rumah Sakit,,
Ada perampokan di toko ini!,Polisi,,
Saya mengalami pendarahan hebat!,Rumah Sakit,,
Saya butuh ambulans segera!,Rumah Sakit,,
"Tolong, ada kebakaran di gedung itu!",Pemadam Kebakaran,,
Ada orang yang terjatuh di taman!,Rumah Sakit,,
Saya butuh bantuan medis segera!,Rumah Sakit,,
"Polisi, ada perampokan di rumah saya!",Polisi,,
Ada kecelakaan di jalan raya!,Rumah Sakit,,
Saya mengalami sesak napas!,Rumah Sakit,,
"Tolong, anak saya demam tinggi!",Rumah Sakit,,
Ada orang yang terluka parah di sini!,Rumah Sakit,,
Saya butuh bantuan segera!,Rumah Sakit,,
Segera hubungi petugas medis!,Rumah Sakit,,
"Tolong, ada yang terluka parah!",Rumah Sakit,,
Ada perampokan di toko itu!,Polisi,,
Saya melihat kebakaran di jalan!,Pemadam Kebakaran,,
"Tolong, anak saya tidak sadarkan diri!",Rumah Sakit,,
Ada kecelakaan di persimpangan jalan!,Rumah Sakit,,
Saya terluka akibat kecelakaan!,Rumah Sakit,,
Tolong temukan pencuri itu!,Polisi,,
Ada warga yang pingsan di taman!,Rumah Sakit,,
Saya terjatuh dari tangga!,Rumah Sakit,,
"Tolong, saya kesulitan bernapas!",Rumah Sakit,,
Ada kebakaran di gedung sekolah!,Pemadam Kebakaran,,
Saya butuh pertolongan medis!,Rumah Sakit,,
"Polisi, ada kecelakaan mobil!",Polisi,,
Ada orang yang terluka parah di jalan!,Rumah Sakit,,
Saya melihat asap hitam di sana!,Pemadam Kebakaran,,
"Tolong, ada anak yang terluka!",Rumah Sakit,,
Ada perampokan di bank itu!,Polisi,,
Saya mengalami luka bakar!,Rumah Sakit,,
Saya merasa mual dan pusing!,Rumah Sakit,,
"Tolong, saya terjatuh dan tidak bisa bangun!",Rumah Sakit,,
Ada mobil yang menabrak tiang!,Rumah Sakit,,
Saya butuh pertolongan darurat!,Rumah Sakit,,
"Polisi, ada keributan di jalan!",Polisi,,
Ada orang yang terjebak di dalam mobil!,Pemadam Kebakaran,,
Saya melihat api di rumah tetangga!,Pemadam Kebakaran,,
"Tolong, ada yang pingsan di tempat umum!",Rumah Sakit,,
Saya merasa nyeri pada dada!,Rumah Sakit,,
Ada perampokan di toko ini!,Polisi,,
Saya mengalami pendarahan hebat!,Rumah Sakit,,
Saya butuh ambulans segera!,Rumah Sakit,,
"Tolong, ada kebakaran di gedung itu!",Pemadam Kebakaran,,
Ada orang yang terjatuh di taman!,Rumah Sakit,,
Saya butuh bantuan medis segera!,Rumah Sakit,,
"Polisi, ada perampokan di rumah saya!",Polisi,,
Ada kecelakaan di jalan raya!,Rumah Sakit,,
Saya mengalami sesak napas!,Rumah Sakit,,
"Tolong, anak saya demam tinggi!",Rumah Sakit,,
Ada orang yang terluka parah di sini!,Rumah Sakit,,
Saya butuh bantuan segera!,Rumah Sakit,,
Segera hubungi petugas medis!,Rumah Sakit,,
"Tolong, ada yang terluka parah!",Rumah Sakit,,
Saya melihat asap hitam di sana!,Pemadam Kebakaran,,
"Tolong, ada kebakaran di lantai atas!",Pemadam Kebakaran,,
Api membakar bangunan dengan cepat!,Pemadam Kebakaran,,
Ada percikan api dari korsleting listrik!,Pemadam Kebakaran,,
Saya terjebak di dalam ruangan yang terbakar!,Pemadam Kebakaran,,
"Tolong, ada ledakan di gudang!",Pemadam Kebakaran,,
Saya melihat kobaran api yang besar!,Pemadam Kebakaran,,
"Ada api di dapur, tidak bisa dipadamkan!",Pemadam Kebakaran,,
Saya menghirup asap yang berbahaya!,Rumah Sakit,,
"Tolong, ada bahan kimia yang tumpah!",Pemadam Kebakaran,,
Ada orang terjebak di dalam mobil terbakar!,Pemadam Kebakaran,,
Saya melihat kepulan asap dari jendela!,Pemadam Kebakaran,,
"Tolong, ada kebakaran di lantai bawah!",Pemadam Kebakaran,,
Ada ledakan gas di rumah tetangga!,Pemadam Kebakaran,,
Saya terjebak di dalam lift yang terbakar!,Pemadam Kebakaran,,
"Tolong, api semakin membesar!",Pemadam Kebakaran,,
Ada api yang menjalar ke gedung lain!,Pemadam Kebakaran,,
Saya melihat kepulan asap hitam di atas!,Pemadam Kebakaran,,
"Tolong, bantuan pemadam segera!",Pemadam Kebakaran,,
Ada kebakaran di dekat tangga darurat!,Pemadam Kebakaran,,
Saya terperangkap di dalam ruangan terbakar!,Pemadam Kebakaran,,
"Tolong, ada percikan api di atap!",Pemadam Kebakaran,,
Api membakar pohon di taman!,Pemadam Kebakaran,,
Saya melihat api membesar dari jendela!,Pemadam Kebakaran,,
"Tolong, ada kebakaran di lantai tiga!",Pemadam Kebakaran,,
Ada ledakan di gudang bahan kimia!,Pemadam Kebakaran,,
Saya terjebak di dalam ruangan yang terbakar!,Pemadam Kebakaran,,
"Tolong, ada kobaran api yang besar!",Pemadam Kebakaran,,
Saya melihat kepulan asap dari atap!,Pemadam Kebakaran,,
"Ada api di ruang makan, cepat!",Pemadam Kebakaran,,
Saya terperangkap di dalam lift terbakar!,Pemadam Kebakaran,,
"Tolong, bantuan pemadam secepatnya!",Pemadam Kebakaran,,
Ada kebakaran di dekat tangga darurat!,Pemadam Kebakaran,,
Saya melihat asap hitam memenuhi koridor!,Pemadam Kebakaran,,
"Tolong, ada percikan api di ruang bawah!",Pemadam Kebakaran,,
Api membakar pohon di halaman!,Pemadam Kebakaran,,
Saya melihat api membesar dari atap!,Pemadam Kebakaran,,
"Tolong, ada kebakaran di lantai dua!",Pemadam Kebakaran,,
Ada ledakan di gudang bahan kimia!,Pemadam Kebakaran,,
Saya terjebak di dalam ruangan yang terbakar!,Pemadam Kebakaran,,
"Tolong, ada kobaran api yang besar!",Pemadam Kebakaran,,
Saya melihat kepulan asap dari atap!,Pemadam Kebakaran,,
"Ada api di ruang makan, cepat!",Pemadam Kebakaran,,
Saya terperangkap di dalam lift terbakar!,Pemadam Kebakaran,,
"Tolong, bantuan pemadam secepatnya!",Pemadam Kebakaran,,
Ada kebakaran di dekat tangga darurat!,Pemadam Kebakaran,,
Saya melihat asap hitam memenuhi koridor!,Pemadam Kebakaran,,
"Tolong, ada percikan api di ruang bawah!",Pemadam Kebakaran,,
Api membakar pohon di halaman!,Pemadam Kebakaran,,
Saya melihat api membesar dari atap!,Pemadam Kebakaran,,
"Tolong, ada kebakaran di lantai dua!",Pemadam Kebakaran,,
Ada ledakan di gudang bahan kimia!,Pemadam Kebakaran,,
Saya terjebak di dalam ruangan yang terbakar!,Pemadam Kebakaran,,
"Tolong, ada kobaran api yang besar!",Pemadam Kebakaran,,
Saya melihat kepulan asap dari atap!,Pemadam Kebakaran,,
"Ada api di ruang makan, cepat!",Pemadam Kebakaran,,
Saya terperangkap di dalam lift terbakar!,Pemadam Kebakaran,,
"Tolong, bantuan pemadam secepatnya!",Pemadam Kebakaran,,
Ada kebakaran di dekat tangga darurat!,Pemadam Kebakaran,,
Saya melihat asap hitam memenuhi koridor!,Pemadam Kebakaran,,
"Tolong, ada percikan api di ruang bawah!",Pemadam Kebakaran,,
Api membakar pohon di halaman!,Pemadam Kebakaran,,
Saya melihat api membesar dari atap!,Pemadam Kebakaran,,
"Tolong, ada kebakaran di lantai dua!",Pemadam Kebakaran,,
Ada ledakan di gudang bahan kimia!,Pemadam Kebakaran,,
Saya terjebak di dalam ruangan yang terbakar!,Pemadam Kebakaran,,
"Tolong, ada kobaran api yang besar!",Pemadam Kebakaran,,
Saya melihat kepulan asap dari atap!,Pemadam Kebakaran,,
"Ada api di ruang makan, cepat!",Pemadam Kebakaran,,
Saya terperangkap di dalam lift terbakar!,Pemadam Kebakaran,,
"Tolong, bantuan pemadam secepatnya!",Pemadam Kebakaran,,
Ada kebakaran di dekat tangga darurat!,Pemadam Kebakaran,,
Saya melihat asap hitam memenuhi koridor!,Pemadam Kebakaran,,
"Tolong, ada percikan api di ruang bawah!",Pemadam Kebakaran,,
Api membakar pohon di halaman!,Pemadam Kebakaran,,
Saya melihat api membesar dari atap!,Pemadam Kebakaran,,
"Tolong, ada kebakaran di lantai dua!",Pemadam Kebakaran,,
Ada ledakan di gudang bahan kimia!,Pemadam Kebakaran,,
Saya terjebak di dalam ruangan yang terbakar!,Pemadam Kebakaran,,
"Tolong, ada kobaran api yang besar!",Pemadam Kebakaran,,
Saya melihat kepulan asap dari atap!,Pemadam Kebakaran,,
"Ada api di ruang makan, cepat!",Pemadam Kebakaran,,
Saya terperangkap di dalam lift terbakar!,Pemadam Kebakaran,,
"Tolong, bantuan pemadam secepatnya!",Pemadam Kebakaran,,
Ada kebakaran di dekat tangga darurat!,Pemadam Kebakaran,,
Saya melihat asap hitam memenuhi koridor!,Pemadam Kebakaran,,
"Tolong, ada percikan api di ruang bawah!",Pemadam Kebakaran,,
Api membakar pohon di halaman!,Pemadam Kebakaran,,
Saya melihat api membesar dari atap!,Pemadam Kebakaran,,
"Tolong, ada kebakaran di lantai dua!",Pemadam Kebakaran,,
Ada ledakan di gudang bahan kimia!,Pemadam Kebakaran,,
Saya terjebak di dalam ruangan yang terbakar!,Pemadam Kebakaran,,
"Tolong, ada kobaran api yang besar!",Pemadam Kebakaran,,
Saya melihat kepulan asap dari atap!,Pemadam Kebakaran,,
"Ada api di ruang makan, cepat!",Pemadam Kebakaran,,
Saya terperangkap di dalam lift terbakar!,Pemadam Kebakaran,,
"Tolong, bantuan pemadam secepatnya!",Pemadam Kebakaran,,
Ada kebakaran di dekat tangga darurat!,Pemadam Kebakaran,,
Saya melihat asap hitam memenuhi koridor!,Pemadam Kebakaran,,
"Tolong, ada percikan api di ruang bawah!",Pemadam Kebakaran,,
Tolong ada kebakaran,Pemadam Kebakaran,,
Tolong ada perampokan,Polisi,,
Tolong ada pencurian,Polisi,,
Tolong ada api,Pemadam Kebakaran,,
Tolong ada yang sakit,Rumah Sakit,,
Tolong ada yang ditemukan meninggal,Rumah Sakit,,
Rumah saya terbakar!,Pemadam Kebakaran,,
Asap hitam keluar dari dapur!,Pemadam Kebakaran,,
Ada api di taman belakang!,Pemadam Kebakaran,,
Pintu keluar terhalang oleh api!,Pemadam Kebakaran,,
Terdengar suara ledakan dari dalam rumah!,Pemadam Kebakaran,,
Ada kobaran api di garasi!,Pemadam Kebakaran,,
Saya melihat api membesar dari jendela!,Pemadam Kebakaran,,
Ada kepulan asap di ruang tamu!,Pemadam Kebakaran,,
Bantuan! Ada api di lantai atas!,Pemadam Kebakaran,,
Asap hitam keluar dari ventilasi!,Pemadam Kebakaran,,
Terjadi kebakaran di gudang!,Pemadam Kebakaran,,
Saya terjebak di dalam ruangan yang terbakar!,Pemadam Kebakaran,,
Ada percikan api di ruang bawah!,Pemadam Kebakaran,,
Api membakar lemari pakaian!,Pemadam Kebakaran,,
Saya melihat asap tebal dari dapur!,Pemadam Kebakaran,,
Terbakar! Segera hubungi pemadam kebakaran!,Pemadam Kebakaran,,
Ada api di ruang tidur!,Pemadam Kebakaran,,
Saya terperangkap di dalam kamar yang terbakar!,Pemadam Kebakaran,,
"Tolong, ada kobaran api yang besar!",Pemadam Kebakaran,,
Saya melihat kepulan asap dari atap!,Pemadam Kebakaran,,
"Ada api di garasi, cepat!",Pemadam Kebakaran,,
Terjadi kebakaran di ruang kerja!,Pemadam Kebakaran,,
Saya terjebak di dalam ruang yang terbakar!,Pemadam Kebakaran,,
Ada percikan api di ruang makan!,Pemadam Kebakaran,,
Api membakar kertas di lantai dua!,Pemadam Kebakaran,,
Saya melihat asap tebal dari balkon!,Pemadam Kebakaran,,
"Tolong, ada kebakaran di dapur!",Pemadam Kebakaran,,
Terbakar! Segera hubungi pemadam kebakaran!,Pemadam Kebakaran,,
Ada api di ruang belakang!,Pemadam Kebakaran,,
Asap hitam keluar dari ventilasi!,Pemadam Kebakaran,,
Saya butuh bantuan medis sekarang!,Rumah Sakit,,
"Tolong, ada pasien dengan kondisi kritis di sini!",Rumah Sakit,,
Ada orang terluka parah di taman!,Rumah Sakit,,
Seseorang jatuh dan mengalami patah tulang!,Rumah Sakit,,
Saya melihat orang muntah dan pingsan di jalan!,Rumah Sakit,,
Terjadi kecelakaan di lapangan olahraga!,Rumah Sakit,,
Ada ledakan di gedung perkantoran!,Rumah Sakit,,
"Tolong, bantuan medis di taman kota!",Rumah Sakit,,
Seseorang mengalami serangan jantung di toko!,Rumah Sakit,,
Saya melihat orang terluka parah di trotoar!,Rumah Sakit,,
Ada kecelakaan mobil di perempatan jalan!,Rumah Sakit,,
Terjadi insiden di gedung sekolah!,Rumah Sakit,,
Saya butuh bantuan medis dengan cepat!,Rumah Sakit,,
"Tolong, ada luka serius di rumah tetangga!",Rumah Sakit,,
Ada orang pingsan di tempat parkir!,Rumah Sakit,,
Seseorang jatuh dan mengalami luka kepala!,Rumah Sakit,,
Saya melihat kecelakaan mobil di jalan raya!,Rumah Sakit,,
Terjadi insiden di pusat perbelanjaan!,Rumah Sakit,,
Ada pasien dengan kondisi kritis di supermarket!,Rumah Sakit,,
Saya melihat seseorang terluka parah di taman!,Rumah Sakit,,
"Tolong, ada orang dengan serangan jantung di sini!",Rumah Sakit,,
Ada kecelakaan di lapangan bola!,Rumah Sakit,,
Seseorang terbakar di gedung perkantoran!,Rumah Sakit,,
Saya butuh bantuan medis di taman kota!,Rumah Sakit,,
"Ada luka serius di toko, tolong segera!",Rumah Sakit,,
Saya melihat orang terluka parah di jalanan!,Rumah Sakit,,
Terjadi kecelakaan mobil di parkiran!,Rumah Sakit,,
"Ada insiden di gedung sekolah, butuh bantuan medis!",Rumah Sakit,,
Seseorang pingsan di pusat perbelanjaan!,Rumah Sakit,,
Saya melihat seseorang mengalami luka serius!,Rumah Sakit,,
"Tolong, ada pasien dengan masalah pernapasan!",Rumah Sakit,,
"Ada kejadian darurat di taman, butuh ambulans!",Rumah Sakit,,
Seseorang jatuh dan mengalami pendarahan!,Rumah Sakit,,
Saya melihat orang terluka parah di trotoar!,Rumah Sakit,,
"Terjadi insiden di pertokoan, segera bantu!",Rumah Sakit,,
Ada kecelakaan di jalan utama!,Rumah Sakit,,
Seseorang mengalami serangan jantung di restoran!,Rumah Sakit,,
"Tolong, ada luka serius di perumahan kami!",Rumah Sakit,,
Ada orang pingsan di tempat kerja!,Rumah Sakit,,
Saya melihat kecelakaan motor di jalan raya!,Rumah Sakit,,
Terjadi insiden di pusat perbelanjaan!,Rumah Sakit,,
Ada pasien dengan kondisi darurat di malam ini!,Rumah Sakit,,
Saya butuh bantuan medis sekarang juga!,Rumah Sakit,,
"Tolong, ada orang terluka parah di kolam renang!",Rumah Sakit,,
Ada kebakaran di gedung apartemen!,Pemadam Kebakaran,,
Seseorang pingsan di pusat hiburan malam!,Rumah Sakit,,
Saya melihat kecelakaan mobil di persimpangan!,Rumah Sakit,,
Terjadi insiden di gedung perkantoran!,Rumah Sakit,,
Ada pasien dengan kondisi kritis di taman!,Rumah Sakit,,
"Tolong, ada luka serius di rumah tetangga!",Rumah Sakit,,
Pasien dirawat di rumah sakit.,Rumah Sakit,,
Dokter sedang melakukan operasi.,Rumah Sakit,,
Perawat memberikan obat kepada pasien.,Rumah Sakit,,
Kamar operasi sedang digunakan.,Rumah Sakit,,
Pasien menjalani tes darah.,Rumah Sakit,,
Ruang tunggu penuh dengan pasien.,Rumah Sakit,,
Pemeriksaan MRI sedang dilakukan.,Rumah Sakit,,
Perawat membantu pasien berjalan.,Rumah Sakit,,
Pasien diberi resep oleh dokter.,Rumah Sakit,,
Tim medis siaga 24 jam.,Rumah Sakit,,
Ruang rawat inap penuh kapasitas.,Rumah Sakit,,
Pasien diperiksa suhu tubuhnya.,Rumah Sakit,,
Dokter memberikan diagnosis kepada pasien.,Rumah Sakit,,
Perawat membersihkan luka pasien.,Rumah Sakit,,
Pasien mendapatkan perawatan intensif.,Rumah Sakit,,
Dokter spesialis berkonsultasi.,Rumah Sakit,,
Pasien menjalani prosedur bedah.,Rumah Sakit,,
Perawat mengganti perban luka.,Rumah Sakit,,
Dokter melakukan pemeriksaan fisik.,Rumah Sakit,,
Pasien menjalani terapi rehabilitasi.,Rumah Sakit,,
Ruang radiologi sedang digunakan.,Rumah Sakit,,
Perawat memberikan suntikan kepada pasien.,Rumah Sakit,,
Pasien menjalani tes urine.,Rumah Sakit,,
Dokter meresepkan obat kepada pasien.,Rumah Sakit,,
Unit gawat darurat siap sedia.,Rumah Sakit,,
Perawat memberikan bantuan pernapasan.,Rumah Sakit,,
Pasien dirawat di ICU.,Rumah Sakit,,
Dokter sedang melakukan visum.,Rumah Sakit,,
Perawat memberikan makanan kepada pasien.,Rumah Sakit,,
Pasien menjalani tes radiologi.,Rumah Sakit,,
Pemeriksaan darah sedang dilakukan.,Rumah Sakit,,
Tolong ada keadaan darurat,Polisi,,
Saya membutuhkan bantuan polisi,Polisi,,
Panggilkan polisi sekarang,Polisi,,
Ada tindakan kriminal terjadi,Polisi,,
Saya merasa terancam minta bantuan polisi,Polisi,,
Ada perampokan sedang terjadi,Polisi,,
Tolong segera datangkan polisi,Polisi,,
Saya butuh perlindungan polisi,Polisi,,
Ada orang mencoba mencuri barang saya,Polisi,,
Tolong cepat tanggap,Polisi,,
Saya melihat perkelahian terjadi,Polisi,,
Panggil bantuan polisi,Polisi,,
Ada kebakaran di sekitar sini,Polisi,,
Saya mendengar suara tembakan,Polisi,,
Seseorang menyerang saya,Polisi,,
Tolong hentikan kekerasan ini,Polisi,,
Ada ledakan di sekitar tempat ini,Polisi,,
Saya melihat seseorang mencurigakan,Polisi,,
"Tolong, kirim bantuan segera",Polisi,,
Ada penyerangan di lingkungan ini,Polisi,,
Saya melihat orang yang membawa senjata,Polisi,,
Tolong selamatkan saya,Polisi,,
Ada kecelakaan lalu lintas,Polisi,,
Saya melihat orang yang mencurigakan di sekitar saya,Polisi,,
Tolong bantu saya,Polisi,,
Ada kebakaran di gedung itu,Polisi,,
Saya melihat seseorang membawa bom,Polisi,,
Ada perkelahian di tempat umum,Polisi,,
Saya melihat sekelompok orang mencurigakan,Polisi,,
Tolong bantu saya melawan perampok ini,Polisi,,
Ada orang yang terperangkap di dalam gedung itu,Polisi,,
Saya mendengar teriakan-teriakan,Polisi,,
Tolong berikan bantuan segera,Polisi,,
Ada kebakaran di apartemen itu,Polisi,,
Saya melihat seseorang membawa senjata tajam,Polisi,,
Ada orang yang mengancam,Polisi,,
Tolong hentikan penyerangan ini,Polisi,,
Ada ledakan di sekitar area ini,Polisi,,
Saya melihat seseorang mencurigakan di sekitar sekolah,Polisi,,
Tolong selamatkan saya dari perampokan ini,Polisi,,
Ada orang yang terjebak di dalam mobil,Polisi,,
Saya mendengar teriakan-teriakan keras,Polisi,,
Tolong berikan bantuan segera dan cepat,Polisi,,
Ada kebakaran di kantor itu,Polisi,,
Saya melihat seseorang membawa senjata api,Polisi,,
Ada seseorang yang mengancam nyawa saya,Polisi,,
Tolong berhenti kekerasan ini,Polisi,,
Ada ledakan di sekitar kompleks ini,Polisi,,
Saya melihat seseorang mencurigakan di sekitar perumahan,Polisi,,
Tolong selamatkan saya dari perampokan ini sekarang juga,Polisi,,
Ada orang yang terjebak di dalam bangunan itu,Polisi,,
Saya mendengar teriakan-teriakan keras,Polisi,,
Tolong bantu saya dengan segera,Polisi,,
Ada kebakaran di gedung sekolah itu,Polisi,,
Saya melihat seseorang membawa senjata tumpul,Polisi,,
Ada kerusuhan di sekitar pusat perbelanjaan,Polisi,,
Saya melihat sekelompok orang yang mencurigakan di sekitar taman,Polisi,,
Saya diancam oleh orang bersenjata,Polisi,,
Tolong hentikan penyerangan ini sekarang juga,Polisi,,
Ada ledakan di sekitar kompleks perumahan ini,Polisi,,
Saya melihat seseorang yang mencurigakan di sekitar kawasan industri,Polisi,,
Tolong bantu saya melawan perampok ini dengan segera,Polisi,,
Ada orang yang terperangkap di dalam lift itu,Polisi,,
Saya mendengar suara-suara mencurigakan,Polisi,,
Tolong kirim bantuan secepat mungkin,Polisi,,
Ada kebakaran di pabrik itu,Polisi,,
Saya melihat seseorang membawa senjata tajam,Polisi,,
Ada kerusuhan di sekitar pusat kota,Polisi,,
Saya melihat sekelompok orang yang mencurigakan di sekitar stadion,Polisi,,
Saya diancam oleh seorang yang membawa senjata tumpul,Polisi,,
Tolong hentikan penyerangan ini sekarang juga,Polisi,,
Ada ledakan di sekitar kompleks perbelanjaan ini,Polisi,,
Saya melihat seseorang yang mencurigakan di sekitar taman bermain,Polisi,,
Tolong bantu saya melawan perampok ini dengan segera,Polisi,,
Ada orang yang terperangkap di dalam ruangan itu,Polisi,,
Saya mendengar suara-suara mencurigakan di sekitar rumah saya,Polisi,,
Tolong kirim bantuan secepatnya,Polisi,,
Tolong ada kebakaran,Pemadam Kebakaran,,
Panggilkan Pemadam Kebakaran,Pemadam Kebakaran,,
Butuh bantuan kebakaran terjadi,Pemadam Kebakaran,,
Segera datangkan Pemadam Kebakaran,Pemadam Kebakaran,,
Ada api minta bantuan Pemadam Kebakaran,Pemadam Kebakaran,,
Kebakaran besar tolong Pemadam Kebakaran,Pemadam Kebakaran,,
Panggil bantuan kebakaran meluas,Pemadam Kebakaran,,
Dibutuhkan Pemadam Kebakaran sekarang,Pemadam Kebakaran,,
Tolong bantu rumah terbakar Pemadam Kebakaran,Pemadam Kebakaran,,
Ada kebakaran segera panggil Pemadam Kebakaran,Pemadam Kebakaran,,
Darurat kebakaran Pemadam Kebakaran diperlukan,Pemadam Kebakaran,,
Butuh bantuan ada kebakaran panggil Pemadam Kebakaran,Pemadam Kebakaran,,
Tolong panggil Pemadam Kebakaran segera,Pemadam Kebakaran,,
Pemadam Kebakaran diperlukan sekarang,Pemadam Kebakaran,,
Ada kebakaran datangkan Pemadam Kebakaran,Pemadam Kebakaran,,
Mintalah bantuan dari Pemadam Kebakaran,Pemadam Kebakaran,,
Tolong segera panggil Pemadam Kebakaran,Pemadam Kebakaran,,
Terjadi kebakaran butuh Pemadam Kebakaran,Pemadam Kebakaran,,
Segera hubungi Pemadam Kebakaran,Pemadam Kebakaran,,
Ada api minta bantuan Pemadam Kebakaran,Pemadam Kebakaran,,
Segera hubungi Pemadam Kebakaran sekarang,Pemadam Kebakaran,,
Mintalah bantuan segera dari Pemadam Kebakaran,Pemadam Kebakaran,,
Tolong datangkan Pemadam Kebakaran secepat mungkin,Pemadam Kebakaran,,
"Ada kebakaran besar, minta bantuan Pemadam Kebakaran",Pemadam Kebakaran,,
"Bantu, kebakaran terjadi, panggil Pemadam Kebakaran",Pemadam Kebakaran,,
"Segera panggil Pemadam Kebakaran, darurat terjadi",Pemadam Kebakaran,,
"Butuh bantuan, rumah terbakar, Pemadam Kebakaran diperlukan",Pemadam Kebakaran,,
Tolong segera minta bantuan Pemadam Kebakaran,Pemadam Kebakaran,,
"Panggilkan Pemadam Kebakaran, ada kebakaran di sini",Pemadam Kebakaran,,
"Terjadi kebakaran, butuh Pemadam Kebakaran segera",Pemadam Kebakaran,,
"Segera hubungi Pemadam Kebakaran, situasi darurat",Pemadam Kebakaran,,
"Ada api, minta bantuan dari Pemadam Kebakaran",Pemadam Kebakaran,,
Tolong datangkan Pemadam Kebakaran dengan cepat,Pemadam Kebakaran,,
"Panggil Pemadam Kebakaran, ada kebakaran meluas",Pemadam Kebakaran,,
"Butuh bantuan sekarang, kebakaran sedang berlangsung",Pemadam Kebakaran,,
"Tolong segera panggil Pemadam Kebakaran, situasi darurat",Pemadam Kebakaran,,
"Tolong, kebakaran di sini! Panggil Pemadam Kebakaran",Pemadam Kebakaran,,
"Dibutuhkan Pemadam Kebakaran segera, ada api!",Pemadam Kebakaran,,
"Segera minta bantuan Pemadam Kebakaran, situasi darurat",Pemadam Kebakaran,,
"Ada kebakaran, tolong panggilkan Pemadam Kebakaran",Pemadam Kebakaran,,
"Bantuan secepatnya, kebakaran terjadi! Panggil Pemadam Kebakaran",Pemadam Kebakaran,,
"Darurat! Rumah terbakar, hubungi Pemadam Kebakaran",Pemadam Kebakaran,,
Tolong datangkan Pemadam Kebakaran dengan segera,Pemadam Kebakaran,,
"Panggil bantuan dari Pemadam Kebakaran, kebakaran meluas",Pemadam Kebakaran,,
Kebakaran besar! Segera panggil Pemadam Kebakaran,Pemadam Kebakaran,,
Mintalah bantuan sekarang dari Pemadam Kebakaran,Pemadam Kebakaran,,
"Tolong, ada api! Panggil Pemadam Kebakaran",Pemadam Kebakaran,,
"Panggilkan Pemadam Kebakaran, rumah terbakar!",Pemadam Kebakaran,,
"Segera minta bantuan, Pemadam Kebakaran diperlukan",Pemadam Kebakaran,,
"Butuh bantuan segera, ada kebakaran di sini",Pemadam Kebakaran,,
"Tolong segera panggil Pemadam Kebakaran, kebakaran terjadi",Pemadam Kebakaran,,
"Ada kebakaran besar, butuh Pemadam Kebakaran sekarang",Pemadam Kebakaran,,
"Panggil Pemadam Kebakaran, darurat terjadi",Pemadam Kebakaran,,
"Bantu, ada api! Minta bantuan Pemadam Kebakaran",Pemadam Kebakaran,,
Tolong datangkan Pemadam Kebakaran sekarang juga,Pemadam Kebakaran,,
"Panggil Pemadam Kebakaran, situasi darurat",Pemadam Kebakaran,,
"Ada api, segera minta bantuan Pemadam Kebakaran",Pemadam Kebakaran,,
"olong, segera hubungi Pemadam Kebakaran",Pemadam Kebakaran,,
Ada kebakaran! Panggilkan bantuan Pemadam Kebakaran,Pemadam Kebakaran,,
"Bantu, ada api! Minta bantuan Pemadam Kebakaran",Pemadam Kebakaran,,
"Dibutuhkan Pemadam Kebakaran, kebakaran sedang terjadi",Pemadam Kebakaran,,
"Tolong, datangkan Pemadam Kebakaran dengan cepat",Pemadam Kebakaran,,
"Segera panggil Pemadam Kebakaran, ada kebakaran di sini",Pemadam Kebakaran,,
"Darurat, rumah terbakar! Hubungi Pemadam Kebakaran",Pemadam Kebakaran,,
"Tolong, segera minta bantuan Pemadam Kebakaran",Pemadam Kebakaran,,
"Terjadi kebakaran, panggil Pemadam Kebakaran sekarang",Pemadam Kebakaran,,
Ada kebakaran besar! Butuh Pemadam Kebakaran secepatnya,Pemadam Kebakaran,,
"Panggilkan Pemadam Kebakaran, situasi darurat terjadi",Pemadam Kebakaran,,
"Segera minta bantuan, Pemadam Kebakaran diperlukan",Pemadam Kebakaran,,
"Tolong, ada api! Panggil Pemadam Kebakaran segera",Pemadam Kebakaran,,
"Bantu, minta bantuan Pemadam Kebakaran, kebakaran meluas",Pemadam Kebakaran,,
"Tolong, keadaan darurat segera!",Polisi,,
"Butuh bantuan, panggil polisi!",Polisi,,
"Ada perampokan, polisi cepat!",Polisi,,
Ada kebakaran di sini!,Polisi,,
"Saya diancam, bantu polisi!",Polisi,,
"Tolong, perampokan sedang terjadi!",Polisi,,
Segera panggil polisi!,Polisi,,
Perlindungan polisi diperlukan!,Polisi,,
"Ada pencurian, bantuan polisi!",Polisi,,
